TRACKER,MADE A COPY TO SERVE AS A CHECK LIST [COPY AS OF 10/03/2023 10:11AM,,,,,,,,,,,
Not Done - 2,Cells for questions that are still incomplete are shaded red.,,Make sure to apply corrections from this checklist before applying corrections from other checklists!                           ,,,,,,,,,
Done - 441,,,,,,,,,,,,
No Key - 31,,,,,,,,,,,,
Status,Location in Database,,Item #,Statement Type (Question/Reply),English,Filipino,,,Cebuano,Actual in the DB,Cebuano (fill in the blanks),firestore document name
Done,,,,Reply,"1. Abrasion
2. Laceration
3. Avulsion
4. Puncture
5. I do not remember or know","1. Abrasion
2. Laceration
3. Avulsion
4. Puncture
5. Hindi ko maalala o alam","1. Gasgas
2. Laceration
3. Avulsion
4. Puncture
5. Hindi ko maalala o alam","1. Nagasgas/ Nalapnos
2. Nahiwa/ Nalaslas
3. Natipak/ Nasabugan
4. Natusok
5. Hindi sigurado/ hindi alam","1. Nagasgas o napaksot
2. Nahiwa/nagisi
3. Natipak/ nibuto
4. Natusok
5. Wala ko kahibalo",,,
Done,"heart-lungs-
module",dig-avoidfoodsanddrinkstriggering,207,Question,,Iniiwasan mo ba ang mga pagkain at inumin tulad sa fast food at mga chichirya?,Iniiwasan mo ba ang mga pagkain at inumin tulad ng fast food at mga chichirya?,"Palagi ka bang kumain ng mga sitsirya (hal. Chippy), burger, balat ng manok, taba ng baboy, at iba pang katulad nito?","Permi baka mokaon ug junkfood (example. Chippy), burger, panit sa manok, tambok sa baboy ug uban pa?",,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi matandaan","1. Oo
2. Dili
3. Usahay
4. Wala nako nakahinumdum",,,
Done,,dig-drinkwaterorprobioticsplenty,208,Question,,Ilang beses ka uminom ng tubig o probiotic na inumin?,Ilang beses ka umiinom ng tubig o probiotics?,Ilang beses kang umiinom ng tubig o ng probiotic (hal. Yakult)? ,Ikapila naka nakainum ug tubig o probiotic (hal. Yakult)?,,,
Done,,,,Reply,,"1. 0
2. 1 - 3
3. 4 - 6
4. 7 pataas",,"1. 0
2. 1 - 3
3. 4 - 6
4. 7 pataas","1. 0
2. 1 - 3
3. 4 - 6
4. 7 pataas",,,
Done,,dig-hospitalization,209,Question,,Na-ospital ka ba dahil dito?,,Naranasang mo bang maospital dahil dito?,Nakasuway baka nga naospital tungod niini?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi alam","1. Oo
2. Wala
3. Wala ko kahibalo",,,
Done,,dig-situpsvsregurgit,210,Question,,Ilang beses ka nag-sit up para labanan ang regurgitation?,,Ilang beses kang nagsit-up para pigilang lumabas sa iyong ilong at bibig ang nilunok mong inumin at/o pagkain?  ,Kapila ka nag sit up para dili mogawas sa imong ilong ug baba ang gitulon nimo na tambal o pagkaon?,,,
Done,,,,Reply,,"1. 0
2. 1 - 3
3. 4 - 6
4. 7 pataas",,"1. 0
2. 1 - 3 beses
3. 4 - 6 beses
4. 7 beses - pataas","1. 0
2. ka 1 - 3
3. ka 4 - 6
4. ka 7 - pataas",,,
Done,,heart-lungs-x-confirmation,211,Question,,Sumakit ba ang iyong dibdib dahil sa ____?,,Nakaramdam ka ba ng pananakit ng dibdib dahil sa _______?,Nakasuway baka nga misakit ang imong dughan tungod sa _______?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,heart-lungs-x-duration,212,Question,,Gaano katagal mong naranasan ang pananakit sa iyong dibdib dahil sa _____?, ,Gaano katagal ang pananakit ng dibdib mo dahil sa _____?,Unsa kadugayon ang kasakit sa imong dughan tungod sa ____?,,,
Done,,,,Reply,,"1. Wala pa isang minuto
2. Wala pa isang oras
3. Wala pa isang araw
4. Wala pa isang buwan
5. Higit sa 1 buwan
6. Hindi ko maalala","1. Wala pang isang minuto
2. Wala pang isang oras
3. Wala pang isang araw
4. Wala pang isang buwan
5. Higit sa isang buwan
6. Hindi ko maalala","1. Wala pang isang minuto
2. Wala pang isang oras
3. Wala pang isang araw
4. Wala pang isang buwan
5. Higit sa isang buwan
6. Hindi matandaan","1. Wala pay usa ka minuto
2. Wala pay usa ka oras
3. Wala pay usa ka adlaw
4. Wala pay usa ka buwan
5. Lapas na sa usa ka buwan
6. Wala nako nakahinumdum",,,
Done,,heart-lungs-x-lasttime,213,Question,,Kailan mo huling naranasan ito?,,Kailan mo ito huling naramdaman?,Kanus a ni nimo katapusang nabati?,,,
Done,,,,Reply,,"1. Ngayon / kanina lang
2. Kahapon
3. 2 - 4 araw nakalipas
4. 5 - 7 araw nakalipas
5. Higit sa 1 linggo
6. Higit sa 1 buwan
7. Hindi ko maalala",,"1. Ngayon/ kanina lang
2. Kahapon
3. Nakaraang 2-4 araw 
4. Nakaraang 5-7 araw                                                                       5. Higit isang linggo na
6. Higit isang buwan na 
7. Hindi matandaan","1. karon o ganina lang
2. Gahapon
3. sa milabay na 2-4 ka adlaw 
4. sa milabay na 5-7 adlaw                                                                       5. Lapas na sa usa ka semana
6. Lapas na sa usa ka buwan
7. Wala nako nakahinumdum",,,
Done,,heart-lungs-x-otherinterventions,214,Question,,Ano pa ang ibang ginawa mong interbensyon para maibsan ang iyong sakit sa dibdib?,,Anong ginawa mo na ibang paraan para mabawasan ang pananakit ng iyong dibdib?,Unsay ubang pamaagi na imong gibuhat para makuhaan ang kasakit sa dughan?,,,
Done,,,,Reply,,,,,no choices,,,
Done,,heart-lungs-x-painintensity,215,Question,,"Mga 0 hanggang 10, paano mo marerate ang iyong naramdamang sakit?","Mula 0 hanggang 10, kung saan 10 ang pinakamataas, gaano kasakit?",Gaano katindi ang sakit kung 10 ang pinakamasakit?,"Unsa ang kasakit nga imong nabati kung mag score tag 0 hangtod sa 10, 10 ang pinakasakit?",,,
Done,,,,Reply,,"1. 0
2. 1
3. 2
4. 3
5. 4
6. 5
7. 6
8. 7
9. 8
10. 9
11. 10
12. Hindi ko maalala",,"
1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10
11. Hindi matandaan","
1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10
11. Wala nako nakahinumdum",,,
Done,,heart-lungs-x-relief,216,Question,,"Base sa mga nabanggit mo, gaano katagal bago naibsan ang sakit sa iyong dibdib?",,Natatandaan mo ba kung gaano katagal bago nawala o nabawasan ang pananakit ng dibdib mo?,Nakahinumdum baka kung unsa kadugay usa nawala o nakuhaan ang pagsakit sa imong dughan?,,,
Done,,,,Reply,,"1. Mga segundo lang
2. Mga minuto lang
3. Mga ilang oras lang
4. Higit sa 24 oras
5. Hindi ko maalala",,"1. Ilang segundo lang
2. Ilang minuto lang
3. Umabot ng ilang oras                                                                      4. Lumagpas ng 24 oras
5. Hindi sigurado/ hindi matandaan","1. pipila ka segundo
2. pipila ka minuto
3. miabot ug pipila ka oras                                                               4. milapas ug 24 ka oras
5. Wala nako nakahinumdum",,,
Done,,hl-hospitalization,217,Question,,Na-ospital ka ba dahil dito?,,Naospital ka ba dahil dito?,Naospital baka tungod niini?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,hl-prescribedaspirintype,218,Question,,"Uminom ka ba ng mga tabletas tulad ng mga pampaluwag ng ugat, aspirin, pampanipis ng dugo o anumang iba pang kaugnay na gamot?",,Uminom ka ba ng aspirin o ibang tableta na pampaluwag ng ugat o pampanipis ng dugo?,Miinum baka ug aspirin o tabletang pampaluag sa ugat o pampanipis sa dugo?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi sigurado/ hindi alam","1. Oo
2. Wala
3. Usahay
4. Wala ko kahibalo",,,
Done,,hl-shortnessofbreath,219,Question,,Nahirapan ka bang huminga noong panahon na yun?,,Nahirapan ka bang huminga nang sumakit ang dibdib mo? ,Naglisod baka ug ginhawa atong nisakit ang imong dughan?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. wala
3. Wala nako nakahinumdum",,,
Done,,spasms-stretchedmassagedmuscle,220,Question,,Ilang beses mong namasahe ang bahagi ng iyong kalamnan?,,Ilang beses mong hinilot/ hinagod ang iyong mga kalamnan habang namamanhid/ nangingimay? ,Kapila nimo gihilot ang imong kaunuran kung kini mo binhod o mosakit?,,,
Done,,,,Reply,,"1. 0
2. 1 - 3
3. 4 - 6
4. 7 pataas",,"1. 1-3 beses
2. 4-6 beses
3. 7 beses - pataas
4. hindi ginalaw ang kalamnan","1. ka 1-3
2. ka 4-6
3. ka 7-pataas
4. wala ray gibuhat",,,
Done,,spasms-takenpainkillers,221,Question,,"Uminom ka ba ng mga painkiller na gamot tulad ng ibuprofen, aspirin at Tylenol? ","Uminom ka ba ng mga painkiller tulad ng ibuprofen, aspirin at Tylenol? ","Uminom ka ba ng mga tabletang pantanggal ng kirot katulad ng ibuprofen, aspirin, at Tylenol?","Moinum baka ug tabletang pawala sa sakit pareha sa Ibuprofen, aspirin, at Tylenol?",,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi sigurado/ hindi matandaan","1. Oo
2. Dili
3. Usahay
4. Wala nako nakahinumdum",,,
Done,,spasms-warmshower,222,Question,,Ilang beses kang naligo sa mainit-init na tubig?,,Ilang beses kang naligo na maligamgam ang tubig para mabawasan ang kirot ng iyong mga kalamnan?,Kapila ka naligo ug init init na tubig para makuhaan ang kasakit sa imong kaunuran?,,,
Done,,,,Reply,,"1. 0
2. 1 - 3
3. 4 - 6
4. 7 pataas
5. Hindi ko maalala",,"1. 1-3 beses 
2. 4-6 beses 
3. 7 beses - pataas
4. hindi naligo
5. Hindi matandaan ","1. ka 1-3
2. ka 4-6
3. ka 7 - pataas
4. Wala ko naligo
5. Wala nako nakahinumdum",,,
Done,,sta-antidepressants,223,Question,,Uminom ka ba ng mga anti-depressants?,,Uminom ka ba ng mga gamot na anti-depressant?,Moinum baka ug tambal para pawala sa kagool?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi sigurado/ hindi alam","1. Oo
2. Dili
3. Usahay
4. Wala ko kahibalo",,,
Done,,sta-breathingexercises,224,Question,,Ilang beses ka nag-breathing exercise?,,Ilang beses mong ginagawa ang ehersisyo para sa malalim na paghinga?,Kapila nimo buhaton ang pag ehersisyo para sa lawom na pag ginhawa?,,,
Done,,,,Reply,,"1. 0
2. 1 - 3
3. 4 - 6
4. 7 pataas
5. Hindi ko maalala",,"1. 1-3 beses
2. 4-6 beses
3. 7 beses - pataas
4. Hindi matandaan
5. Hindi nag-eehersisyo ng malalim na paghinga","1. ka 1-3
2. ka 4-6
3. ka 7 - pataas
4. Wala nako nakahinumdum
5. Dili mag ehersisyo sa lawom na pag ginhawa",,,
No Key,mouth-throat-teeth-module,mouthsore-count,225,Question,,Ilan ang mga sugat sa iyong bibig?,,Napansin mo ba kung ilan ang sugat sa bibig mo?,Napansin ba nimo ug pila kabook ang samad sa imong baba?,,,
No Key,,,,Reply,,"1. 0
2. 1 - 3
3. 4 - 6
4. 7 pataas
5. Hindi ko nabilang",,"1. tingin ko nasa 1-3 
2. tingin ko nasa 4-6 
3. tingin ko 7 - pataas
4. hindi ko mabilang
5. tingin ko wala namang sugat","1. sa akong tan aw naa sa 1-3 
2. sa akong tan aw naa sa 4-6 
3. sa akong tan aw naa sa 7 - pataas
4. Dili na nako maihap
5. sa akong tan aw wala ray samad",,,
Done,,mouthsore-didtakeoralgel,226,Question,,Nag-apply ka ba ng daktarin o kahit anong klase ng oral gel sa iyong bibig?,,May ipinahid ka bang gamot sa bibig mo katulad ng Daktarin oral gel? ,Aduna bakay gipahid sa imong baba pareha sa Daktarin oral gel?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi sigurado/ hindi matandaan","1. Oo
2. Wala
3. Usahay
4. Wala nako nakahinumdum",,,
Done,,mtth-brushtimes,227,Question,,Ilang beses ka nagsisipilyo sa pang-karaniwang araw?,Ilang beses ka nagsesepilyo sa isang araw?,Ilang beses kang magsepilyo sa loob ng isang araw?,Kapila ka mag toothbrush sa sulod sa usa ka adlaw?,,,
Done,,,,Reply,,"1. Wala pang 3 beses
2. 3  - 5 beses
3. Higit sa 5 beses
4. Hindi ko maalala",,"1. 1-2 beses
2. 3-5 beses
3. lagpas ng 5 beses
4. Hindi matandaan","1. ka 1-2 
2. ka 3-5
3. lapas ug ka 5 
4. Wala nako nakahinumdum",,,
Done,,mtth-checkup-reason,228,Question,,Ano ang pinagawa?,,Bakit ka nagpatingin sa dentista?,Nganong nagpatan aw man ka sa dentista?,,,
Done,,,,Reply,,,,,no choices,,,
Done,,mtth-lastcheckup,229,Question,,Kailan ang huli mong check-up sa iyong dentista?,,Kailan ka huling nagpunta sa dentista?,Kanus a ka katapusang nibisita sa dentista?,,,
Done,,,,Reply,,"1. Ngayon / kanina lang
2. Kahapon
3. 2 - 4 araw nakalipas
4. 5 - 7 araw nakalipas
5. Higit sa 1 linggo
6. Higit sa 1 buwan
7. Hindi ko maalala",,"1. Ngayon/ kanina lang
2. Kahapon
3. Nakaraang 2-4 araw 
4. Nakaraang 5-7 araw 
5. Lagpas ng isang linggo 
6. Lagpas ng isang buwan
7. Hindi sigurado/ hindi matandaan","1. karon o ganina lang
2. Gahapon
3. 2-4 ka adlaw na ang milabay 
4. 5-7 ka adlaw  na ang milabay 
5. Lapas na sa usa ka semana
6. Lapas na sa usa ka buwan
7. Wala nako nakahinumdum",,,
Done,,mtth-x-confirmation,230,Question,,Nakaranas ka ba ng ____?,,Naranasan mo na ba ang ______?,Nakasuway naba ka ug  ______?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi sigurado/ hindi matandaan","1. Oo
2. Wala
3. Usahay
4. Wala nako nakahinumdum",,,
Done,,mtth-x-duration,231,Question,,Gaano katagal mong naranasan ang ____?,,Gaano katagal ang naranasan mong ______?,Unsa kadugay na ang imong gibati nga ______?,,,
Done,,,,Reply,,"1. Wala pa isang minuto
2. Wala pa isang oras
3. Wala pa isang araw
4. Wala pa isang buwan
5. Higit sa 1 buwan
6. Hindi ko maalala","1. Wala pang isang minuto
2. Wala pang isang oras
3. Wala pang isang araw
4. Wala pang isang buwan
5. Higit sa isang buwan
6. Hindi ko maalala","1. Wala pang isang minuto
2. Wala pang isang oras
3. Wala pang isang araw
4. Wala pang isang buwan
5. Lagpas ng isang buwan
6. Hindi matandaan","1. Wala pay usa ka minuto
2. Wala pay usa ka oras
3. Wala pay usa ka adlaw
4. Wala pay usa ka buwan
5. Lapas na sa usa ka buwan
6. Wala nako nakahinumdum",,,
Done,,mtth-lasttime,232,Question,,Kailan mo huling naranasan ito?,,Kailan mo ito huling naranasan?,Kanus a ni nimo katapusang nabati?,,,
Done,,,,Reply,,"1. Ngayon / kanina lang
2. Kahapon
3. 2 - 4 araw nakalipas
4. 5 - 7 araw nakalipas
5. Higit sa 1 linggo
6. Higit sa 1 buwan
7. Hindi ko maalala",,"1. Ngayon/ kanina lang
2. Kahapon
3. Nakaraang 2-4 araw 
4. Nakaraang 5-7 araw 
5. Lagpas ng isang linggo 
6. Lagpas ng isang buwan
7. Hindi sigurado/ hindi matandaan","1. Karon o ganina lang
2. Gahapon
3. Sa milabay na 2-4 ka adlaw 
4. Sa milabay na 5-7 ka adlaw 
5. Lapas na sa usa ka semana
6. Lapas na sa usa ka buwan
7. Wala nako nakahinumdum",,,
Done,,mtth-x-otherinterventions,233,Question,,Ano pa ang ibang ginawa mong interbensyon para maibsan ang iyong ____?,Ano pa ang ibang interbensyon na ginawa mo para maibsan ang ____?,Ano pang ginawa mong ibang paraan para mabawasan ang ________? ,Unsa pay lain nimong gibuhat para makuhaan ang ________?,,,
Done,,,,Reply,,,,,,,,
Done,,mtth-x-painintensity,234,Question,,"Mga 0 hanggang 10, paano mo marerate ang iyong naramdamang sakit dahil sa _____?","Mula 0 hanggang 10, kung saan 10 ang pinakamataas, gaano kasakit?",Gaano katindi ang sakit kung 10 ang pinakamasakit?,"Unsa ang kasakit nga imong nabati kung mag score tag 0 hangtod sa 10, 10 ang pinakasakit?",,,
Done,,,,Reply,,"1. 0
2. 1
3. 2
4. 3
5. 4
6. 5
7. 6
8. 7
9. 8
10. 9
11. 10
12. Hindi ko maalala",,"
1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10
11. Hindi matandaan","
1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10
11. wala nako nakahinumdum",,,
Done,,mtth-x-relief,235,Question,,"Base sa mga nabanggit mo, gaano katagal bago naibsan ang sakit dulot ng ____?",,Natatandaan mo ba kung gaano katagal bago nabawasan/ nawala ang sakit dahil sa ______?,Nakahinumdum baka ug unsa kadugay usa nakuhaan ang kasakit sa ______?,,,
Done,,,,Reply,,"1. Mga segundo lang
2. Mga minuto lang
3. Mga ilang oras lang
4. Higit sa 24 oras
5. Hindi ko maalala",,"1. Ilang segundo lang
2. Ilang minuto lang
3. Umabot ng ilang oras                                                                      4. Lumagpas ng 24 oras
5. Hindi sigurado/ hindi matandaan","1. pipila ka segundo lang
2. pipila ka minuto lang
3. miabot ug pipila ka oras                                                                     4. nilapas ug 24 ka oras
5. Wala nako nakahinumdum",,,
Done,,stg-gargleantisepticmedication,236,Question,,Ilang beses ka nagmumog ng gamot tulad ng Bactidol o Betadine?,,Ilang beses kang nagmumog ng gamot katulad ng Bactidol o Betadine?,Kapila ka maglimogmog ug tambal pareha sa Bactidol o Betadine?,,,
Done,,,,Reply,,"1. 0
2. 1 - 3
3. 4 - 6
4. 7 pataas
5. Hindi ko maalala",,"1. 1-3 beses
2. 4-6 beses
3. 7 beses - pataas 
4. Hindi nagmumog ng kahit anong gamot","1. ka 1-3
2. ka 4-6
3. ka 7- pataas 
4. Wala ko galimogmog ug bisag unsa na tambal",,,
Done,,stg-takelozenges,237,Question,,Ilang beses ka nag-take ng lozenges tulad ng Strepsils?,Ilang beses kang uminom ng lozenge tulad ng Strepsils?,Ilang beses kang uminom ng gamot para sa nanakit mong lalamunan (hal. Strepsils)?,Kapila ka miinum ug tambal para sa sakit sa tutunlan(ex. Strepsils)?,,,
Done,,,,,,,,"1. 1-3 beses
2. 4-6 beses
3. 7 beses - pataas 
4. Walang ininom na kahit anong gamot","1. ka 1-3 
2. ka 4-6
3. ka 7 - pataas 
4. Walay giinum na bisag unsa na tambal",,,
No Key,,tc-lastcheckup,239,Question,  ,Kailan mo pinatingin ang iyong ngipin na may cavities sa dentista?,,Kailan ka nagpatingin sa dentista para sa sira mong ngipin?,Kanus a ka nagpatan aw sa dentista para sa imong dunot nga ngipon?,,,
Done,,tc-difficulttimechewing,238,Question,,Nahirapan ka ba sa pagnguya?,,Nahirapan ka bang ngumuya?,Maglisod baka ug usap?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Medyo
4. Hindi sigurado/ hindi matandaan","1. Oo
2. Dili
3. Medyo
4. Wala nako nakahinumdum",,,
Done,,tc-operationtype,240,Question,,,,Ano ang pinagawa mo sa dentista?,Unsay imong gipabuhat sa dentitsta?,,,
Done,,,,Reply,,"1. Pasta
2. Paggamot ng root canal
3. Pag-bunot ng ngipin",,"1. Nagpalagay ng pasta
2. Nagpagamot ng root canal
3. Nagpabunot ng sirang ngipin","1. Nagpa pasta
2. Nagtambal sa root canal
3. Nagpaibot ug ngipon",,,
Done,,tc-relief,241,Question,,Gaano katagal bago naibsan ang sakit dulot ng pagtanggal sa iyong cavities?,,Gaano katagal mo tiniis ang pananakit ng sira mong ngipin?,Pila ka adlaw nimo kayang agwantahon ang kasakit sa imong ngipon?,,,
Done,,,,Reply,,"1. Wala pa isang araw
2. Wala pa isang linggo
3. Wala pa isang buwan
4. Higit sa 1 buwan
5. Hindi ko maalala","1. Wala pang isang araw
2. Wala pang isang linggo
3. Wala pang isang buwan
4. Higit sa isang buwan
5. Hindi ko maalala","1. Wala pang isang araw
2. Wala pang isang linggo
3. Wala pang isang buwan
4. Lumagpas ng isang buwan
5. Hindi matandaan","1. Walay usa ka adlaw
2. Walay usa ka semana
3. Walay usa ka buwan
4. Lapas usa ka buwan
5. Wala nako nakahinumdum",,,
